ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399006.SZ,20101108,1107.061,1077.504,1107.061,1077.504,1072.219,34.842,3.2495,2579173.34,9730492.1285
399006.SZ,20101109,1115.648,1110.434,1117.521,1102.014,1107.061,8.587,0.7757,2622116.26,9958052.5084
399006.SZ,20101110,1141.582,1115.743,1147.481,1113.754,1115.648,25.934,2.3246,2974084.3,11130953.8295
399006.SZ,20101111,1132.722,1137.079,1163.698,1132.358,1141.582,-8.86,-0.7761,3180996.43,11899691.414
399006.SZ,20101112,1082.24,1126.854,1140.634,1080.266,1132.722,-50.482,-4.4567,3612339.25,16217641.5402
399006.SZ,20101115,1148.539,1087.807,1148.539,1086.517,1082.24,66.299,6.1261,2981080.55,12781418.0822
399006.SZ,20101116,1126.175,1154.409,1175.311,1111.496,1148.539,-22.364,-1.9472,3964587.2,15919421.6774
399006.SZ,20101117,1085.349,1115.12,1132.862,1080.933,1126.175,-40.826,-3.6252,2829795.68,10875057.0563
399006.SZ,20101118,1102.845,1090.138,1102.845,1077.059,1085.349,17.496,1.612,2238790.8,8470644.9695
399006.SZ,20101119,1153.171,1106.753,1153.171,1105.594,1102.845,50.326,4.5633,3233615.38,12096800.5223
399006.SZ,20101122,1174.938,1153.264,1194.196,1151.764,1153.171,21.767,1.8876,4025388.07,15662365.5238
399006.SZ,20101123,1183.502,1172.06,1183.842,1148.814,1174.938,8.564,0.7289,2898766.23,11296674.4886
399006.SZ,20101124,1208.45,1176.424,1208.45,1174.675,1183.502,24.948,2.108,2869098.96,11210070.0472
399006.SZ,20101125,1186.358,1212.768,1215.741,1177.826,1208.45,-22.092,-1.8281,2832584.45,11069243.1691
399006.SZ,20101126,1196.019,1184.803,1200.498,1179.278,1186.358,9.661,0.8143,2350441.4,9326841.1296
399006.SZ,20101129,1220.11,1195.313,1221.745,1193.414,1196.019,24.091,2.0143,2685259.28,10786042.5449
399006.SZ,20101130,1181.504,1219.076,1219.117,1146.975,1220.11,-38.606,-3.1641,3163257.98,12525799.7887
399006.SZ,20101201,1177.175,1176.613,1182.573,1169.892,1181.504,-4.329,-0.3664,1612221.03,6449476.6887
399006.SZ,20101202,1177.84,1187.103,1192.798,1177.813,1177.175,0.665,0.0565,1767132.08,7208343.2961
399006.SZ,20101203,1157.939,1177.169,1178.674,1148.088,1177.84,-19.901,-1.6896,1702613.28,6748121.7973
399006.SZ,20101206,1134.383,1157.72,1159.297,1124.935,1157.939,-23.556,-2.0343,1562358.37,6184401.3148
399006.SZ,20101207,1161.692,1132.328,1162.582,1123.762,1134.383,27.309,2.4074,1280460.95,5119899.8685
399006.SZ,20101208,1160.239,1160.923,1176.42,1158.101,1161.692,-1.453,-0.1251,1345852.68,5479290.6345
399006.SZ,20101209,1144.531,1158.817,1160.912,1144.181,1160.239,-15.708,-1.3539,1806955.14,7859629.1921
